   Time [MJD]         Obs. Residuals [mm]
57333.4281365741           1.500
57333.4285069444           5.400
57333.4288657407           0.600
57333.4291898148           5.900
57333.4295370370          11.400
57333.4298842593           5.700
57333.4302314815           3.800
57333.4305787037           3.100
57333.4309143518           5.100
57333.4312731481           4.600
57333.4316203704           5.900
57333.4319560185           5.500
57333.4323263889           7.600
57333.4327546296           6.900
57333.4329861111           8.100
57333.4333564815          13.300
57333.4337037037           8.500
57333.4340393519           8.900
57333.4343981481           5.400
57333.4347569444           7.600
57333.4350810185           2.500
57333.4353356481           7.000
57333.5091319444         -42.800
57333.5093981481         -38.700
57333.5097453704         -39.400
57333.5100810185         -38.100
57333.5104398148         -31.500
57333.5107754630         -22.200
57333.5111342593         -25.400
57333.5114814815         -25.600
57333.5118287037         -25.900
57333.5121759259         -23.600
57333.5125347222         -18.900
57333.5128587963         -14.800
57333.5132175926          -7.000
57333.5135532407           2.600
57333.5139236111           5.300
57333.5142592593          11.100
57333.5145486111          18.800
57329.7441435185          -3.300
57329.7444675926          -2.700
57329.7446643518           3.100
57330.6996759259         -10.800
57330.7000578704          -5.000
57330.7004166667          -7.000
57330.7007175926          -3.800
57330.7010879630          -3.600
57330.7014004630           7.300
57330.7017824074          -1.000
57330.7020717593          -3.900
57330.7023842593           3.200
57330.7028703704          -4.100
57330.7030787037           0.400
57330.7035300926          -3.300
57330.7038541667          -4.000
57330.7041435185          -5.300
57330.7046296296          -1.000
57330.7047453704          10.300
57332.1587268519          11.500
57332.1590162037           1.300
57332.1598263889           3.500
57332.1601157407           1.500
57332.1602893519          -0.800
57332.1606828704          -2.300
57332.1625578704           7.200
57332.1628009259          16.500
57332.1633449074           3.400
57332.1635532407          -5.500
57332.1639004630           7.600
57332.1643055556           4.600
57332.1645717593           4.700
57332.1649074074           8.000
57332.1651736111          -9.500
57328.1528587963          13.600
57328.1531597222          -7.800
57328.1534722222          -6.000
57328.1538888889          -6.400
57328.1542013889          -5.500
57328.1545486111          -1.700
57328.1548842593          -6.100
57328.1552083333          -8.200
57328.1555324074          -8.500
57328.1559143519          -1.700
57328.1561921296          -8.300
57328.1565393519          -4.100
57328.1574074074           0.900
57328.1577314815           2.500
57328.1580092593           1.700
57328.1583333333           0.800
57328.1586689815           7.700
57328.1591087963          25.600
57328.1593402778          21.400
57328.1597685185           5.500
57328.1600810185           4.400
57328.1603819444          -1.300
57328.3218865741           4.800
57328.3222453704           4.100
57328.3225810185           3.900
57328.3229745370           3.400
57328.3232986111           3.900
57328.3236574074           3.100
57328.3240162037           1.400
57328.3243518519          -1.000
57328.3247222222          -3.000
57328.3249768519          -3.200
57328.3254166667          -6.600
57328.3257291667          -7.500
57328.3260763889          -8.200
57328.3263194444          -8.600
57328.4069675926          -0.600
57328.4074189815           0.800
57328.4076620370           2.200
57328.4080324074          -0.200
57328.4083217593          -1.500
57328.4086574074          -0.200
57328.4109259259          -0.500
57328.4111458333          -2.100
57328.4114236111          -1.500
57328.4118171296          -0.700
57328.4121643519          -4.400
57328.4125000000          -4.300
57328.4886342593           4.700
57328.4889351852           5.000
57328.4892592593           6.000
57328.4896296296           0.300
57328.4899537037           2.000
57328.4903009259           0.400
57328.4905902778           0.700
57328.4928819444           6.400
57328.4931018519           7.000
57328.4933912037          12.100
57328.4937384259          15.200
57328.4940162037          25.500
57328.4956018518          20.300
57328.4958333333          18.800
57328.4961921296          21.000
57328.4964004630          19.100
57328.5737037037          -6.800
57328.5739699074          -5.400
57329.1067476852          -9.200
57329.1069675926          -3.700
57329.1073263889          -7.700
57329.1076388889          -1.500
57329.1080439815          -5.700
57329.1083564815          -1.800
57329.1087152778          -8.000
57329.1090046296          -2.300
57329.1094328704          10.400
57329.1097453704           7.800
57329.1101388889          -8.600
57329.1104166667          -3.900
57329.1107986111          -3.500
57329.1111689815          -7.100
57329.1114814815          -6.600
57329.1117939815           0.500
57329.1121875000           2.600
57329.1125115741          15.700
57329.1128703704          28.100
57329.1132175926          31.000
57329.1135648148          28.200
57329.1139120370          29.400
57329.1142592593          34.700
57329.1146412037          33.500
57329.1149305556          27.700
57329.1153240741          20.100
57329.1156250000          17.300
57329.1160069444          15.400
57329.1163310185           8.100
57329.1166898148          12.300
57329.1169907407          19.400
57329.1172800926          13.700
57329.4434837963          -7.600
57329.4437962963          -8.900
57329.4440856481          -7.200
57329.4444328704          -2.100
57329.4448611111          -3.500
57329.4451388889          -8.700
57329.4455439815         -13.700
57329.4458680556         -14.700
57329.4462152778         -12.800
57329.4465509259         -13.900
57329.4468634259         -11.500
57329.4473148148         -10.200
57329.4475810185          -9.500
57329.4479398148          -9.400
57329.4483217593          -6.300
57329.4485995370          -4.800
57329.4489814815          -2.900
57329.4492939815          -3.200
57329.4496643519          -2.000
57329.4500115741           0.600
57329.4503587963           1.100
57329.4506944444           1.100
57329.4509953704          -0.800
57329.5278240741          -9.400
57329.5281481482          -5.200
57329.5284953704          -5.900
57329.5288425926          -4.600
57329.5291666667          -0.100
57329.5295138889           3.700
57329.5299537037          12.200
57329.5301736111           4.800
57330.0630208333          -0.700
57330.0632986111          -1.200
57330.0635879630           3.900
57330.0639120370           2.600
57330.0642361111           0.200
57330.0645601852           3.200
57330.0649768518           2.500
57330.0653240741           3.400
57330.0656712963          -0.900
57330.0660069444           4.400
57330.0663773148           4.500
57330.0667013889           4.300
57330.0670370370           3.500
57330.0673726852           5.600
57330.0676157407           7.400
57330.0701736111          21.200
57330.0704861111          21.200
57330.0708680556          19.300
57330.0711921296          18.200
57330.0715046296          16.500
57330.3181944444         -16.800
57330.3184953704         -14.600
57330.3187731482         -15.500
57330.3190856481         -13.400
57330.3194791667         -16.800
57330.3197337963         -20.300
57330.4018287037         -13.400
57330.4020601852         -12.500
57330.4024421296         -10.700
57330.4028240741         -12.900
57330.4031134259          -8.000
57330.4034837963          -8.400
57330.4038194444          -5.900
57330.4041666667          -7.500
57330.4044907407          -7.100
57330.4048263889          -4.800
57330.4837384259          -6.300
57330.4839467593          -5.800
57330.4857986111          -1.000
57330.4860995370          -1.100
57330.4864351852          -1.000
57330.4867013889           0.300
57330.4879513889           6.100
57330.4881597222           8.800
57330.4885648148           4.200
57330.4888425926           9.600
57331.0216435185           7.100
